,时间,合约名,信号,单价,手数,总价,手续费,可用资金,开仓均价,品种浮盈,权益,当日收盘,已缴纳保证金,平仓盈亏
87,2024-10-09,热轧卷板加权,不交易,0.0,0,0,0,94157564,3577,0,100012850,3577.0,5837636,
88,2024-10-09,焦煤加权,不交易,0.0,0,0,0,94157564,1486,9600,100022450,1469.5,5837636,
89,2024-10-09,玻璃加权,不交易,0.0,0,0,0,94157564,1228,4600,100027050,1205.0,5837636,
90,2024-10-09,玉米加权,不交易,0.0,0,0,0,94157564,2211,0,100027050,2211.0,5837636,
91,2024-10-09,白糖加权,不交易,0.0,0,0,0,94157564,6015,0,100027050,6015.0,5837636,
92,2024-10-09,碳酸锂加权,不交易,0.0,0,0,0,94157564,78400,1200,100028250,78280.0,5837636,
93,2024-10-09,红枣加权,不交易,0.0,0,0,0,94157564,9940,7500,100035750,9790.0,5837636,
94,2024-10-09,硅铁加权,不交易,0.0,0,0,0,94157564,6604,0,100035750,6604.0,5837636,
95,2024-10-09,纯碱加权,不交易,0.0,0,0,0,94157564,1510,-600,100035150,1513.0,5837636,
96,2024-10-09,纸浆加权,不交易,0.0,0,0,0,94157564,5776,-1800,100033350,5794.0,5837636,
97,2024-10-09,螺纹钢加权,不交易,0.0,0,0,0,94157564,3477,0,100033350,3477.0,5837636,
98,2024-10-09,豆一加权,不交易,0.0,0,0,0,94157564,4015,1400,100034750,4001.0,5837636,
99,2024-10-09,豆粕加权,不交易,0.0,0,0,0,94157564,2942,100,100034850,2941.0,5837636,
100,2024-10-09,集运欧线加权,不交易,0.0,0,0,0,94157564,1700,-7950,100026900,1715.8,5837636,
101,2024-10-09,锰硅加权,不交易,0.0,0,0,0,94157564,6342,-1800,100025100,6378.0,5837636,
102,2024-10-09,铁矿石加权,不交易,0.0,0,0,0,94157564,782,6000,100031100,776.0,5837636,
103,2024-10-09,鸡蛋加权,不交易,0.0,0,0,0,94157564,3527,-700,100030400,3534.0,5837636,
104,2024-10-09,ALL,,0.0,0,0,0,94157564,,,100030400,,5837636,
105,2024-10-10,PTA加权,开空仓,5240.0,-10,18340,0,94139224,5240,700,99995900,5226.0,5855976,
106,2024-10-10,沪锡加权,开空仓,264490.0,-10,317388,0,93821836,264490,-2000,99993900,264690.0,6173364,
107,2024-10-10,1000股指加权,不交易,0.0,0,0,0,93821836,5712,172000,100165900,5625.6,6173364,
108,2024-10-10,50股指加权,不交易,0.0,0,0,0,93821836,2654,-289800,99876100,2750.6,6173364,
109,2024-10-10,PVC加权,不交易,0.0,0,0,0,93821836,5700,5350,99881450,5593.0,6173364,
110,2024-10-10,十年债加权,不交易,0.0,0,0,0,93821836,106,25000,99906450,105.85,6173364,
111,2024-10-10,300股指加权,不交易,0.0,0,0,0,93821836,3930,-244200,99662250,4011.2,6173364,
112,2024-10-10,工业硅加权,不交易,0.0,0,0,0,93821836,11035,-5250,99657000,11140.0,6173364,
113,2024-10-10,尿素加权,不交易,0.0,0,0,0,93821836,1871,8400,99665400,1829.0,6173364,
114,2024-10-10,棕榈油加权,不交易,0.0,0,0,0,93821836,8616,-800,99664600,8624.0,6173364,
115,2024-10-10,棉花加权,不交易,0.0,0,0,0,93821836,14305,9250,99673850,14120.0,6173364,
116,2024-10-10,橡胶加权,不交易,0.0,0,0,0,93821836,18885,84500,99758350,18040.0,6173364,
117,2024-10-10,沪铝加权,不交易,0.0,0,0,0,93821836,20525,-3500,99754850,20595.0,6173364,
118,2024-10-10,焦炭加权,不交易,0.0,0,0,0,93821836,2144,47500,99802350,2097.0,6173364,
119,2024-10-10,热轧卷板加权,不交易,0.0,0,0,0,93821836,3577,-800,99801550,3585.0,6173364,
120,2024-10-10,焦煤加权,不交易,0.0,0,0,0,93821836,1486,27000,99828550,1440.5,6173364,
121,2024-10-10,玻璃加权,不交易,0.0,0,0,0,93821836,1228,10600,99839150,1175.0,6173364,
122,2024-10-10,玉米加权,不交易,0.0,0,0,0,93821836,2211,-300,99838850,2214.0,6173364,
123,2024-10-10,瓶片加权,不交易,0.0,0,0,0,93821836,6510,8400,99847250,6454.0,6173364,
124,2024-10-10,白糖加权,不交易,0.0,0,0,0,93821836,6015,-15600,99831650,5859.0,6173364,
125,2024-10-10,碳酸锂加权,不交易,0.0,0,0,0,93821836,78400,26250,99857900,75775.0,6173364,
126,2024-10-10,甲醇加权,不交易,0.0,0,0,0,93821836,2510,2800,99860700,2482.0,6173364,
127,2024-10-10,红枣加权,不交易,0.0,0,0,0,93821836,9940,6750,99867450,9805.0,6173364,
128,2024-10-10,硅铁加权,不交易,0.0,0,0,0,93821836,6604,-1200,99866250,6628.0,6173364,
129,2024-10-10,纯碱加权,不交易,0.0,0,0,0,93821836,1510,3000,99869250,1495.0,6173364,
130,2024-10-10,纸浆加权,不交易,0.0,0,0,0,93821836,5776,1800,99871050,5758.0,6173364,
131,2024-10-10,螺纹钢加权,不交易,0.0,0,0,0,93821836,3477,2000,99873050,3457.0,6173364,
132,2024-10-10,豆一加权,不交易,0.0,0,0,0,93821836,4015,3200,99876250,3983.0,6173364,
133,2024-10-10,豆粕加权,不交易,0.0,0,0,0,93821836,2942,300,99876550,2939.0,6173364,
134,2024-10-10,集运欧线加权,不交易,0.0,0,0,0,93821836,1700,-114750,99761800,1929.4,6173364,
135,2024-10-10,锰硅加权,不交易,0.0,0,0,0,93821836,6342,-1300,99760500,6368.0,6173364,
136,2024-10-10,铁矿石加权,不交易,0.0,0,0,0,93821836,782,8500,99769000,773.5,6173364,
137,2024-10-10,鸡蛋加权,不交易,0.0,0,0,0,93821836,3527,-1400,99767600,3541.0,6173364,
138,2024-10-10,ALL,,0.0,0,0,0,93821836,,,99767600,,6173364,
139,2024-10-10,乙二醇加权,开空仓,4732.0,-10,37856,0,93783980,4732,0,99995200,4732.0,6211220,
140,2024-10-10,沪镍加权,开空仓,132610.0,-10,159132,0,93624848,132610,0,99995200,132610.0,6370352,
141,2024-10-10,白糖加权,反手平多,5859.0,-10,42105,0,93651354,6015,0,99979600,5859.0,6328246,-15600.0
142,2024-10-10,白糖加权,开空仓,5859.0,-10,41013,0,93610340,5859,0,99979600,5859.0,6369260,
143,2024-10-10,聚丙烯加权,开空仓,7620.0,-10,26670,0,93583670,7620,0,99979600,7620.0,6395930,
144,2024-10-10,花生加权,开空仓,7996.0,-10,31984,0,93551686,7996,0,99979600,7996.0,6427914,
145,2024-10-10,鸡蛋加权,反手平空,3541.0,10,24689,0,93574976,3527,0,99978200,3541.0,6403224,-1400.0
146,2024-10-10,鸡蛋加权,开多仓,3541.0,10,24787,0,93550188,3541,0,99978200,3541.0,6428012,
147,2024-10-10,1000股指加权,不交易,0.0,0,0,0,93550188,5712,172000,100150200,5625.6,6428012,
148,2024-10-10,50股指加权,不交易,0.0,0,0,0,93550188,2654,-289800,99860400,2750.6,6428012,
